rolling_sentinel2_AOI-03_R2024-H1_MAE,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H1,MAE,0.0306081109912275,0.030608,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H1; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H1_Bias,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H1,Bias,-0.0049245226146776,-0.004925,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H1; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H2_RMSE,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H2,RMSE,0.0442276799959836,0.044228,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H2; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H2_MAE,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H2,MAE,0.030230129129949,0.030230,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H2; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H2_Bias,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H2,Bias,-0.0027107603450003,-0.002711,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H2; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H3_RMSE,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H3,RMSE,0.0440836819752526,0.044084,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H3; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H3_MAE,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H3,MAE,0.0306296856435946,0.030630,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H3; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2024-H3_Bias,rolling_origin_ols,sentinel2,AOI-03,2024,R2024-H3,Bias,-0.0004111578431963,-0.000411,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2024-H3; target_year=2024,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H1_RMSE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H1,RMSE,0.0417760053410692,0.041776,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H1; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H1_MAE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H1,MAE,0.0284692519851365,0.028469,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H1; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H1_Bias,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H1,Bias,-0.0024264328666484,-0.002426,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H1; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H2_RMSE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H2,RMSE,0.0422580131745853,0.042258,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H2; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H2_MAE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H2,MAE,0.0283996017944257,0.028400,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H2; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H2_Bias,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H2,Bias,-0.0040741011387953,-0.004074,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H2; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H3_RMSE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H3,RMSE,0.0420939656716141,0.042094,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H3; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H3_MAE,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H3,MAE,0.028356104100038,0.028356,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H3; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
rolling_sentinel2_AOI-03_R2025-H3_Bias,rolling_origin_ols,sentinel2,AOI-03,2025,R2025-H3,Bias,-0.0037910819019682,-0.003791,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/rolling_origin/rolling_origin_metrics.csv,AOI=AOI-03; sensor=sentinel2; rolling_id=R2025-H3; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P1/P99_RMSE_DPM,dpm,landsat,AOI-00,2025,P1/P99,RMSE_DPM,0.2115284351420828,0.211528,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P1/P99_MAE_DPM,dpm,landsat,AOI-00,2025,P1/P99,MAE_DPM,0.1986284586607676,0.198628,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P1/P99_total_clip_ratio,dpm,landsat,AOI-00,2025,P1/P99,total_clip_ratio,0.0200829295099165,0.0200829295099165,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P2/P98_RMSE_DPM,dpm,landsat,AOI-00,2025,P2/P98,RMSE_DPM,0.2017949683030098,0.201795,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P2/P98_MAE_DPM,dpm,landsat,AOI-00,2025,P2/P98,MAE_DPM,0.1851668472183813,0.185167,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P2/P98_total_clip_ratio,dpm,landsat,AOI-00,2025,P2/P98,total_clip_ratio,0.0400659439476445,0.0400659439476445,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P5/P95_RMSE_DPM,dpm,landsat,AOI-00,2025,P5/P95,RMSE_DPM,0.1971286950457216,0.197129,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P5/P95_MAE_DPM,dpm,landsat,AOI-00,2025,P5/P95,MAE_DPM,0.1670796522037335,0.167080,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P5/P95_total_clip_ratio,dpm,landsat,AOI-00,2025,P5/P95,total_clip_ratio,0.1000149872608282,0.1000149872608282,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P10/P90_RMSE_DPM,dpm,landsat,AOI-00,2025,P10/P90,RMSE_DPM,0.2490543765921777,0.249054,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P10/P90_MAE_DPM,dpm,landsat,AOI-00,2025,P10/P90,MAE_DPM,0.2099325484149835,0.209933,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-00_P10/P90_total_clip_ratio,dpm,landsat,AOI-00,2025,P10/P90,total_clip_ratio,0.2000299745216565,0.2000299745216565,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P1/P99_RMSE_DPM,dpm,modis,AOI-00,2025,P1/P99,RMSE_DPM,0.1973162741246914,0.197316,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P1/P99_MAE_DPM,dpm,modis,AOI-00,2025,P1/P99,MAE_DPM,0.1831793611945566,0.183179,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P1/P99_total_clip_ratio,dpm,modis,AOI-00,2025,P1/P99,total_clip_ratio,0.0200633013250362,0.0200633013250362,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P2/P98_RMSE_DPM,dpm,modis,AOI-00,2025,P2/P98,RMSE_DPM,0.1833673902157167,0.183367,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P2/P98_MAE_DPM,dpm,modis,AOI-00,2025,P2/P98,MAE_DPM,0.1630273637964535,0.163027,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P2/P98_total_clip_ratio,dpm,modis,AOI-00,2025,P2/P98,total_clip_ratio,0.0400193122686551,0.0400193122686551,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P5/P95_RMSE_DPM,dpm,modis,AOI-00,2025,P5/P95,RMSE_DPM,0.1933579237587785,0.193358,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P5/P95_MAE_DPM,dpm,modis,AOI-00,2025,P5/P95,MAE_DPM,0.1599562814786206,0.159956,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P5/P95_total_clip_ratio,dpm,modis,AOI-00,2025,P5/P95,total_clip_ratio,0.0999946354809291,0.0999946354809291,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P10/P90_RMSE_DPM,dpm,modis,AOI-00,2025,P10/P90,RMSE_DPM,0.2437115328403747,0.243712,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P10/P90_MAE_DPM,dpm,modis,AOI-00,2025,P10/P90,MAE_DPM,0.2043284829848946,0.204328,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-00_P10/P90_total_clip_ratio,dpm,modis,AOI-00,2025,P10/P90,total_clip_ratio,0.1999892709618582,0.1999892709618582,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=modis; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P1/P99_RMSE_DPM,dpm,sentinel2,AOI-00,2025,P1/P99,RMSE_DPM,0.1776795811146561,0.177680,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P1/P99_MAE_DPM,dpm,sentinel2,AOI-00,2025,P1/P99,MAE_DPM,0.1512046087178893,0.151205,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P1/P99_total_clip_ratio,dpm,sentinel2,AOI-00,2025,P1/P99,total_clip_ratio,0.02014208759466,0.02014208759466,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P2/P98_RMSE_DPM,dpm,sentinel2,AOI-00,2025,P2/P98,RMSE_DPM,0.1811258756219257,0.181126,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P2/P98_MAE_DPM,dpm,sentinel2,AOI-00,2025,P2/P98,MAE_DPM,0.1523509671773381,0.152351,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P2/P98_total_clip_ratio,dpm,sentinel2,AOI-00,2025,P2/P98,total_clip_ratio,0.0401280349754079,0.0401280349754079,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P5/P95_RMSE_DPM,dpm,sentinel2,AOI-00,2025,P5/P95,RMSE_DPM,0.2119347557358626,0.211935,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P5/P95_MAE_DPM,dpm,sentinel2,AOI-00,2025,P5/P95,MAE_DPM,0.1780626483719873,0.178063,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P5/P95_total_clip_ratio,dpm,sentinel2,AOI-00,2025,P5/P95,total_clip_ratio,0.1000858771176516,0.1000858771176516,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P10/P90_RMSE_DPM,dpm,sentinel2,AOI-00,2025,P10/P90,RMSE_DPM,0.2666553758047848,0.266655,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P10/P90_MAE_DPM,dpm,sentinel2,AOI-00,2025,P10/P90,MAE_DPM,0.228589530364104,0.228590,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_sentinel2_AOI-00_P10/P90_total_clip_ratio,dpm,sentinel2,AOI-00,2025,P10/P90,total_clip_ratio,0.2000156140213912,0.2000156140213912,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-00; sensor=sentinel2; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P1/P99_RMSE_DPM,dpm,landsat,AOI-01,2025,P1/P99,RMSE_DPM,0.493138182764488,0.493138,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P1/P99_MAE_DPM,dpm,landsat,AOI-01,2025,P1/P99,MAE_DPM,0.4621668680431773,0.462167,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P1/P99_total_clip_ratio,dpm,landsat,AOI-01,2025,P1/P99,total_clip_ratio,0.0199979168836579,0.0199979168836579,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P2/P98_RMSE_DPM,dpm,landsat,AOI-01,2025,P2/P98,RMSE_DPM,0.5021678544132477,0.502168,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P2/P98_MAE_DPM,dpm,landsat,AOI-01,2025,P2/P98,MAE_DPM,0.4541520047566894,0.454152,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P2/P98_total_clip_ratio,dpm,landsat,AOI-01,2025,P2/P98,total_clip_ratio,0.0399958337673159,0.0399958337673159,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P2/P98,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P5/P95_RMSE_DPM,dpm,landsat,AOI-01,2025,P5/P95,RMSE_DPM,0.5429056428457283,0.542906,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P5/P95_MAE_DPM,dpm,landsat,AOI-01,2025,P5/P95,MAE_DPM,0.4727543063616828,0.472754,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P5/P95_total_clip_ratio,dpm,landsat,AOI-01,2025,P5/P95,total_clip_ratio,0.0999895844182897,0.0999895844182897,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P5/P95,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P10/P90_RMSE_DPM,dpm,landsat,AOI-01,2025,P10/P90,RMSE_DPM,0.5935976401673033,0.593598,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P10/P90_MAE_DPM,dpm,landsat,AOI-01,2025,P10/P90,MAE_DPM,0.4999308026739664,0.499931,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_landsat_AOI-01_P10/P90_total_clip_ratio,dpm,landsat,AOI-01,2025,P10/P90,total_clip_ratio,0.1999791688365795,0.1999791688365795,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=landsat; endpoint=P10/P90,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
dpm_modis_AOI-01_P1/P99_RMSE_DPM,dpm,modis,AOI-01,2025,P1/P99,RMSE_DPM,0.4328971518373747,0.432897,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/dpm/dpm_endpoint_sensitivity.csv,AOI=AOI-01; sensor=modis; endpoint=P1/P99,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
